Country or Area,Year,Value
Sri Lanka,1995,96.1
Sri Lanka,1995,99
Sri Lanka,1994,96.2
Sri Lanka,1990,98
Sri Lanka,1989,96.2
Sri Lanka,1988,96.2
Sri Lanka,1987,96.2
Sri Lanka,1986,96.2
Sri Lanka,1985,96.2
Sri Lanka,1985,96.7
St Pierre and Miquelon,1999,100.7
St Vincent and the Grenadines,2005,100.6
St Vincent and the Grenadines,2004,96.6
St Vincent and the Grenadines,2003,96.6
St Vincent and the Grenadines,2002,98.1
St Vincent and the Grenadines,2001,96.6
St Vincent and the Grenadines,2000,100.4
St Vincent and the Grenadines,2000,100.8
St Vincent and the Grenadines,1999,100.3
St Vincent and the Grenadines,1998,101.9
St Vincent and the Grenadines,1997,100.4
St Vincent and the Grenadines,1995,100.8
St Vincent and the Grenadines,1992,100.6
St Vincent and the Grenadines,1991,100.3
St Vincent and the Grenadines,1990,101.5
St Vincent and the Grenadines,1985,104.1
St. Helena,1998,90.7
Sudan,2005,98.6
Sudan,2004,98.5
Sudan,2003,98.5
Sudan,2002,97.5
Sudan,2001,97.5
Sudan,2000,99.2
Sudan,2000,98.8
Sudan,1999,98.5
Sudan,1998,98.6
Sudan,1997,97.3
Sudan,1996,97.3
Sudan,1995,97.3
Sudan,1995,98.9
Sudan,1994,97.2
Sudan,1993,99.2
Sudan,1993,99.3
Sudan,1990,99.1
Sudan,1985,99.3
Suriname,2005,99.7
Suriname,2004,98.4
Suriname,2003,98.9
Suriname,2000,99.5
Suriname,1995,99.6
Suriname,1992,99.6
Suriname,1991,99.8
Suriname,1990,100
Suriname,1990,100
Suriname,1985,100.5
Swaziland,2005,107.3
Swaziland,2000,107.9
Swaziland,1997,111.2
Swaziland,1996,113.9
Swaziland,1995,108.6
Swaziland,1994,113.9
Swaziland,1990,112.2
Swaziland,1986,111.8
Swaziland,1985,111.6
Sweden,2005,101.7
Sweden,2004,101.8
Sweden,2003,101.9
Sweden,2002,102
Sweden,2001,102.2
Sweden,2000,102.3
Sweden,2000,102.3
Sweden,2000,102.2
Sweden,1999,102.3
Sweden,1998,102.4
Sweden,1997,102.4
Sweden,1996,102.4
Sweden,1995,102.4
Sweden,1995,102.4
Sweden,1994,102.4
Sweden,1993,102.4
Sweden,1992,102.4
Sweden,1991,102.4
Sweden,1990,102.4
Sweden,1990,102.4
Sweden,1990,102.4
Sweden,1989,102.5
Sweden,1988,102.6
Sweden,1987,102.6
Sweden,1986,102.5
Sweden,1985,102.5
Sweden,1985,102.5
Sweden,1985,102.5
Switzerland,2005,105.1
Switzerland,2004,104.3
Switzerland,2003,104.5
Switzerland,2002,104.6
Switzerland,2001,104.7
Switzerland,2000,104.7
Switzerland,2000,104.7
Switzerland,2000,104.5
Switzerland,1999,104.7
Switzerland,1998,104.8
Switzerland,1997,104.8
Switzerland,1996,104.8
Switzerland,1995,104.8
Switzerland,1995,104.6
Switzerland,1994,104.7
Switzerland,1993,104.7
Switzerland,1992,104.7
Switzerland,1991,104.8
Switzerland,1990,102.8
Switzerland,1990,104.7
Switzerland,1990,102.7
Switzerland,1989,104.9
Switzerland,1988,105
Switzerland,1987,105.1
Switzerland,1986,105.1
Switzerland,1985,105.2
Switzerland,1985,105.2
Syria,2005,98.1
Syria,2004,95.5
Syria,2003,95.5
Syria,2002,95.5
Syria,2001,95.5
Syria,2000,95.6
Syria,2000,98.1
Syria,1999,95.5
Syria,1998,95.8
Syria,1997,95.5
Syria,1996,95.5
Syria,1995,98.2
Syria,1994,95.5
Syria,1994,95.8
Syria,1993,95.7
Syria,1992,95.7
Syria,1991,95.8
Syria,1990,95.8
Syria,1990,98.4
Syria,1989,95.8
Syria,1988,95.7
Syria,1987,95.8
Syria,1986,95.8
Syria,1985,95.8
Syria,1985,98.4
Tajikistan,2005,101.4
Tajikistan,2003,99.4
Tajikistan,2002,99.5
Tajikistan,2001,99.6
Tajikistan,2000,98.8
Tajikistan,2000,99.6
Tajikistan,2000,99.5
Tajikistan,1999,99.7
Tajikistan,1995,99.9
Tajikistan,1993,101.4
Tajikistan,1992,101.5
Tajikistan,1991,101.6
Tajikistan,1990,101.5
Tajikistan,1990,101.3
Tajikistan,1989,101.3
Tajikistan,1989,101.3
Tajikistan,1985,101.3
Tanzania,2005,101.2
Tanzania,2002,104.7
Tanzania,2000,101.7
Tanzania,1995,101.9
Tanzania,1990,101.9
Tanzania,1988,106.2
Tanzania,1985,102.2
Thailand,2005,105
Thailand,2004,103.3
Thailand,2003,100.8
Thailand,2002,100.7
Thailand,2001,100.7
Thailand,2000,103.1
Thailand,2000,100.6
Thailand,2000,103.5
Thailand,1999,100.5
Thailand,1998,100.5
Thailand,1997,100.4
Thailand,1996,100.3
Thailand,1995,100.2
Thailand,1995,102.2
Thailand,1994,100.1
Thailand,1993,100
Thailand,1992,100
Thailand,1991,99.9
Thailand,1990,101.6
Thailand,1990,99.8
Thailand,1990,101.6
Thailand,1989,99.5
Thailand,1988,99.5
Thailand,1987,99.5
Thailand,1986,99.5
Thailand,1985,99.5
Thailand,1985,100.9
Timor Leste,2005,97.1
Timor Leste,2004,97.7
Timor Leste,2000,95.8
Timor Leste,1995,94.8
Timor Leste,1990,93.2
Timor Leste,1990,94.3
Timor Leste,1985,96.5
Togo,2005,102.2
Togo,2000,102.3
Togo,1995,102.3
Togo,1994,105.1
Togo,1990,102.5
Togo,1985,102.7
Tokelau,2001,102
Tonga,2005,96.4
Tonga,2002,96.2
Tonga,2001,96.3
Tonga,2000,96.6
Tonga,2000,96.7
Tonga,1999,96.8
Tonga,1998,96.9
Tonga,1997,97
Tonga,1996,97.1
Tonga,1995,97.4
Tonga,1994,97.3
Tonga,1993,97.4
Tonga,1992,97.6
Tonga,1991,97.8
Tonga,1990,98.8
Tonga,1990,98.4
Tonga,1986,98.8
Tonga,1985,98.7
Trinidad and Tobago,2005,103.3
Trinidad and Tobago,2003,99.8
Trinidad and Tobago,2002,99.4
Trinidad and Tobago,2001,99.4
Trinidad and Tobago,2000,99.4
Trinidad and Tobago,2000,99.9
Trinidad and Tobago,2000,102.9
Trinidad and Tobago,1999,100.3
Trinidad and Tobago,1998,100.2
Trinidad and Tobago,1997,100.3
Trinidad and Tobago,1996,98.9
Trinidad and Tobago,1995,98.7
Trinidad and Tobago,1995,102.4
Trinidad and Tobago,1994,98.4
Trinidad and Tobago,1993,98.2
Trinidad and Tobago,1992,97.9
Trinidad and Tobago,1991,99.4
Trinidad and Tobago,1990,100.1
Trinidad and Tobago,1990,99.9
Trinidad and Tobago,1990,101.9
Trinidad and Tobago,1989,100.1
Trinidad and Tobago,1988,98.8
Trinidad and Tobago,1987,100.3
Trinidad and Tobago,1986,99.5
Trinidad and Tobago,1985,100.7
Trinidad and Tobago,1985,100.6
Tunisia,2005,98.6
Tunisia,2000,98.3
Tunisia,1998,98.2
Tunisia,1997,98.3
Tunisia,1996,98
Tunisia,1995,97.9
Tunisia,1995,98.1
Tunisia,1994,97.9
Tunisia,1993,97.8
Tunisia,1990,97.9
Tunisia,1989,97.1
Tunisia,1988,95.8
Tunisia,1987,96.2
Tunisia,1986,96.3
Tunisia,1985,96.7
Tunisia,1985,97.6
Turkey,2005,98.5
Turkey,2004,101.8
Turkey,2003,101.9
Turkey,2002,101.9
Turkey,2001,98
Turkey,2000,97.4
Turkey,2000,98
Turkey,2000,98.2
Turkey,1999,97.9
Turkey,1998,97.9
Turkey,1997,97.8
Turkey,1996,97.8
Turkey,1995,97.9
Turkey,1990,97.4
Turkey,1990,97.7
Turkey,1985,97.4
Turkey,1985,97.5
Turkmenistan,2005,103
Turkmenistan,2000,102.8
Turkmenistan,1995,101.5
Turkmenistan,1995,102.6
Turkmenistan,1990,102.8
Turkmenistan,1989,103
Turkmenistan,1985,103.5
Turks and Caicos Islands,2004,100.9
Turks and Caicos Islands,2003,100.9
Turks and Caicos Islands,2002,100.9
Turks and Caicos Islands,2001,100.9
Turks and Caicos Islands,1990,96.4
Tuvalu,2002,102.2
Tuvalu,1991,106.6
Uganda,2005,100
Uganda,2002,104.9
Uganda,2000,100.6
Uganda,1996,102.5
Uganda,1995,102.7
Uganda,1995,100.9
Uganda,1991,103.7
Uganda,1990,100.8
Uganda,1985,100.9
Ukraine,2005,116.6
Ukraine,2004,116.4
Ukraine,2003,116.3
Ukraine,2002,116.2
Ukraine,2001,116.2
Ukraine,2001,116.1
Ukraine,2000,115.9
Ukraine,2000,115.9
Ukraine,1995,115.5
Ukraine,1990,116.1
Ukraine,1989,116.7
Ukraine,1985,117.5
Union of Soviet Socialist Republics (former),1989,111.8
Union of Soviet Socialist Republics (former),1989,111.7
Union of Soviet Socialist Republics (former),1988,112
Union of Soviet Socialist Republics (former),1987,112.4
United Arab Emirates,2005,47.1
United Arab Emirates,2000,48.3
United Arab Emirates,1999,48.8
United Arab Emirates,1998,49.2
United Arab Emirates,1997,49.5
United Arab Emirates,1996,50.3
United Arab Emirates,1995,50.1
United Arab Emirates,1995,51.3
United Arab Emirates,1990,52.8
United Arab Emirates,1985,54.1
United Kingdom,2005,104.4
United Kingdom,2004,104.4
United Kingdom,2003,104.6
United Kingdom,2002,104.8
United Kingdom,2001,105.7
United Kingdom,2001,105
United Kingdom,2000,105.2
United Kingdom,2000,105.3
United Kingdom,1999,105.3
United Kingdom,1998,105.5
United Kingdom,1997,105.5
United Kingdom,1996,105.6
United Kingdom,1995,105.7
United Kingdom,1995,105.7
United Kingdom,1994,105.9
United Kingdom,1993,105.8
United Kingdom,1992,105.8
United Kingdom,1991,105.7
United Kingdom,1991,105.8
United Kingdom,1990,105.8
United Kingdom,1990,105.8
United Kingdom,1989,105.8
United Kingdom,1988,105.8
United Kingdom,1987,105.8
United Kingdom,1986,105.8
United Kingdom,1985,105.7
United Kingdom,1985,105.7
United Kingdom: England and Wales,1990,104.8
United Kingdom: England and Wales,1989,105
United Kingdom: England and Wales,1988,105
United Kingdom: England and Wales,1986,105.2
United Kingdom: England and Wales,1985,105.2
United Republic of Tanzania: Tanganyika,1988,106.2
United States of America,2005,103.3
United States of America,2004,103.2
United States of America,2003,103.3
United States of America,2002,103.5
United States of America,2001,103.6
United States of America,2000,103.8
United States of America,2000,103.8
United States of America,2000,103.5
United States of America,1999,104
United States of America,1998,104.1
United States of America,1997,104.3
United States of America,1996,104.4
United States of America,1995,104.5
United States of America,1995,103.6
United States of America,1994,104.6
United States of America,1993,104.7
United States of America,1992,104.8
United States of America,1991,105
United States of America,1990,105.1
United States of America,1990,105.1
United States of America,1990,103.8
United States of America,1989,105.2
United States of America,1988,105.3
United States of America,1987,105.4
United States of America,1986,105.5
United States of America,1985,105.6
United States of America,1985,103.9
United States Virgin Islands,2005,110.3
United States Virgin Islands,2002,109.4
United States Virgin Islands,2001,109.5
United States Virgin Islands,2000,109.4
United States Virgin Islands,2000,109.4
United States Virgin Islands,2000,109.6
United States Virgin Islands,1995,113.5
United States Virgin Islands,1995,108.5
United States Virgin Islands,1990,106.9
United States Virgin Islands,1990,106.4
United States Virgin Islands,1988,110.2
United States Virgin Islands,1987,109.1
United States Virgin Islands,1986,91.7
United States Virgin Islands,1985,106.4
Uruguay,2005,107.1
Uruguay,2004,107
Uruguay,2004,106.9
Uruguay,2003,106.8
Uruguay,2002,106.7
Uruguay,2001,106.6
Uruguay,2000,106.5
Uruguay,2000,106.5
Uruguay,1999,106.4
Uruguay,1998,106.3
Uruguay,1997,106.2
Uruguay,1996,106.5
Uruguay,1996,106.1
Uruguay,1995,106.2
Uruguay,1995,106.2
Uruguay,1994,106.2
Uruguay,1993,106.2
Uruguay,1992,106.2
Uruguay,1991,106.1
Uruguay,1990,106
Uruguay,1990,106
Uruguay,1989,105.9
Uruguay,1988,105.7
Uruguay,1987,105.4
Uruguay,1986,105.2
Uruguay,1985,105.4
Uruguay,1985,105
Uruguay,1985,105
Uzbekistan,2005,101.1
Uzbekistan,2001,100.6
Uzbekistan,2000,100.8
Uzbekistan,2000,101.2
Uzbekistan,1999,101.1
Uzbekistan,1997,101.2
Uzbekistan,1996,101.4
Uzbekistan,1995,101.6
Uzbekistan,1995,101.6
Uzbekistan,1994,101.7
Uzbekistan,1993,101.9
Uzbekistan,1992,102
Uzbekistan,1991,102.2
Uzbekistan,1990,102.3
Uzbekistan,1990,102.3
Uzbekistan,1989,102.5
Uzbekistan,1985,102.7
Vanuatu,2005,95.8
Vanuatu,2000,95.3
Vanuatu,1999,95.1
Vanuatu,1995,94.7
Vanuatu,1990,94.2
Vanuatu,1989,94.1
Vanuatu,1985,91.8
Venezuela,2005,99
Venezuela,2004,99.1
Venezuela,2003,99
Venezuela,2002,98.9
Venezuela,2001,102.2
Venezuela,2001,98.9
Venezuela,2000,98.8
Venezuela,2000,98.7
Venezuela,1999,98.7
Venezuela,1998,98.7
Venezuela,1997,98.6
Venezuela,1996,98.5
Venezuela,1995,98.5
Venezuela,1995,98.4
Venezuela,1994,98.5
Venezuela,1993,98.5
Venezuela,1992,98.4
Venezuela,1991,98.4
Venezuela,1990,100.7
Venezuela,1990,98.3
Venezuela,1990,98.2
Venezuela,1989,98.3
Venezuela,1988,98.3
Venezuela,1987,98.2
Venezuela,1986,98.2
Venezuela,1985,98.2
Venezuela,1985,97.9
Vietnam,2005,100
Vietnam,2002,103.4
Vietnam,2000,103.4
Vietnam,2000,100.2
Vietnam,1999,103.7
Vietnam,1999,103.4
Vietnam,1998,104
Vietnam,1997,104.2
Vietnam,1996,104.9
Vietnam,1995,104.9
Vietnam,1995,100.4
Vietnam,1994,104.9
Vietnam,1993,104.9
Vietnam,1992,105.3
Vietnam,1991,105.4
Vietnam,1990,104.9
Vietnam,1990,100.7
Vietnam,1989,105.5
Vietnam,1988,102.6
Vietnam,1987,104
Vietnam,1986,104.3
Vietnam,1985,101
Wallis and Futuna,2003,99.4
Wallis and Futuna,1996,102.8
Yemen,2005,97.6
Yemen,2002,99.5
Yemen,2001,99.7
Yemen,2000,99.7
Yemen,2000,97.4
Yemen,1999,100
Yemen,1998,100.1
Yemen,1997,100.3
Yemen,1996,100.4
Yemen,1995,100.4
Yemen,1995,97.1
Yemen,1994,95.2
Yemen,1994,100.5
Yemen,1990,98.4
Yemen,1985,99.3
Yemen Arab Republic (former),1986,99.6
Yugoslavia (former Socialist Federal Republic),1991,102.2
Yugoslavia (former Socialist Federal Republic),1990,102.2
Yugoslavia (former Socialist Federal Republic),1989,102.2
Yugoslavia (former Socialist Federal Republic),1988,102.2
Yugoslavia (former Socialist Federal Republic),1987,102.2
Yugoslavia (former Socialist Federal Republic),1986,102.2
Yugoslavia (former Socialist Federal Republic),1985,102.3
Zambia,2005,100.9
Zambia,2000,99.9
Zambia,2000,103.2
Zambia,2000,101.7
Zambia,1999,100.2
Zambia,1995,101.6
Zambia,1990,104.1
Zambia,1990,101.3
Zambia,1985,101.1
Zanzibar,1995,158
Zanzibar,1988,105.7
Zimbabwe,2005,101.6
Zimbabwe,2002,106.4
Zimbabwe,2000,102.3
Zimbabwe,1999,104.9
Zimbabwe,1997,104.9
Zimbabwe,1995,104.9
Zimbabwe,1995,101.7
Zimbabwe,1994,104.9
Zimbabwe,1993,104.8
Zimbabwe,1992,104.8
Zimbabwe,1990,100.9
Zimbabwe,1988,103.7
Zimbabwe,1987,103.8
Zimbabwe,1985,103.9
Zimbabwe,1985,100.9
,,
fnSeqID,,
1,,
2,,
3,,
4,,
5,,
6,,
7,,
8,,
9,,
10,,
11,,
12,,
13,,
14,,
15,,
16,,
17,,
18,,
19,,
20,,
21,,
22,,
23,,
24,,
25,,
26,,
27,,
28,,
29,,
30,,
31,,
32,,
33,,
34,,
35,,
36,,
37,,
38,,
39,,
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
56,,
57,,
58,,
59,,
60,,
61,,
62,,
63,,
64,,
65,,
66,,
67,,
68,,
69,,
70,,
71,,
72,,
73,,
74,,
75,,
76,,
77,,
78,,
79,,
80,,
81,,
82,,
83,,
84,,
85,,
86,,
87,,
88,,
89,,
90,,
91,,
92,,
93,,
94,,
95,,
96,,
97,,
98,,
99,,
100,,
101,,
102,,
103,,
104,,
105,,
106,,
107,,
108,,
109,,
110,,
111,,
112,,
113,,
114,,
115,,
116,,
117,,
118,,
119,,
120,,
121,,
122,,
123,,
124,,
125,,
126,,
127,,
128,,
129,,
130,,
131,,
132,,
133,,
134,,
135,,
136,,
137,,
138,,
139,,
140,,
141,,
142,,
143,,
144,,
