Korea Rep,1994,x,x,x,x,66.8,77.4,x,x,x,x,39.2,98.6,x,x
Korea Rep,1995,x,x,x,x,x,x,0.8,0.2,26.1,29.3,39.5,99.2,x,x
Korea Rep,1996,x,x,x,x,x,x,x,x,x,x,39.8,98.6,6425,x
Korea Rep,1997,x,x,x,x,69.5,80.5,x,x,x,x,40.3,98.5,11966,x
Korea Rep,1998,x,x,x,x,x,x,x,x,x,x,39.3,98.7,11232,x
Korea Rep,1999,x,x,x,x,x,x,x,x,x,x,39.7,98.7,10210,x
Korea Rep,2000,x,x,x,x,68.3,79.3,0.7,0.3,27.1,30.3,40.3,99.5,9218,x
Korea Rep,2001,x,x,x,x,x,x,x,x,x,x,40.6,98.6,7753,x
Korea Rep,2002,x,x,x,x,x,x,x,x,x,x,40.6,98.6,8746,x
Korea Rep,2003,x,x,x,x,69.5,84.5,x,x,x,x,40.3,98.5,7705,x
Korea Rep,2004,x,x,x,x,x,x,x,x,x,x,40.8,98.5,6895,x
Korea Rep,2005,x,x,x,x,..,80.2,0.4,0.2,28.8,32,40.9,100,6260,x
Korea Rep,2006,x,x,x,x,71.6,79.6,x,x,x,x,40.9,x,x,x
Korea Rep,2007,16,18,x,x,x,x,x,x,x,x,x,x,x,x
Korea Rep,2009,x,x,x,x,70.1,80,x,x,x,x,x,x,x,x
Kuwait,1970,x,x,x,x,x,x,37.7,3.3,19.6,26.5,x,x,x,x
Kuwait,1985,15,17,68.8,78.2,37.3,39,14.6,2.5,22.9,26.3,18.6,76.1,3571,x
Kuwait,1986,15,17,x,x,x,x,x,x,x,x,19.8,74.2,3319,x
Kuwait,1987,15,17,x,x,31.7,34.6,x,x,x,x,20.9,73.7,2988,x
Kuwait,1988,x,x,x,x,x,x,x,x,x,x,22.1,73.1,x,x
Kuwait,1989,x,x,x,x,x,x,x,x,x,x,21.1,72.6,x,x
Kuwait,1990,x,x,x,x,x,x,x,x,x,x,21.9,76,x,x
Kuwait,1991,15,17,x,x,x,x,x,x,x,x,23,x,831,x
Kuwait,1992,15,17,x,x,x,x,x,x,x,x,21.3,77.4,1415,x
Kuwait,1993,15,17,x,x,x,x,x,x,x,x,19.6,77.5,1960,x
Kuwait,1994,15,17,x,x,47.4,49.8,x,x,x,x,19.6,63,1844,x
Kuwait,1995,15,17,74.1,81.1,x,x,10.1,0.8,27,28.5,20.3,66.3,1808,x
Kuwait,1996,15,17,x,x,40.9,50.2,x,x,x,x,20.7,65.8,1797,x
Kuwait,1997,x,x,x,x,x,x,x,x,x,x,21.2,65.6,x,x
Kuwait,1998,15,17,x,x,x,x,x,x,x,x,21.5,65.2,1281,x
Kuwait,1999,15,17,x,x,39.3,52,x,x,x,x,21.9,64.8,1301,x
Kuwait,2000,15,17,x,x,x,x,x,x,x,x,22.3,64.5,1271,x
Kuwait,2001,x,x,x,x,x,x,x,x,x,x,22.6,67.2,x,x
Kuwait,2002,15,17,x,x,x,x,x,x,x,x,22.9,66.9,1316,x
Kuwait,2003,15,17,x,x,x,x,x,x,x,x,23.2,67,1365,x
Kuwait,2004,15,17,x,x,x,x,x,x,x,x,24.5,66.9,1292,x
Kuwait,2005,15,17,91,94.4,x,x,5,0.6,27.5,28.9,25.2,65.8,1244,x
Kuwait,2006,x,x,x,x,x,x,x,x,x,x,25.8,x,x,x
Kyrgyzstan,1979,x,x,x,x,x,x,12.3,1.8,21.2,23.7,x,x,x,x
Kyrgyzstan,1985,18,18,x,x,x,x,x,x,x,x,46.8,105.8,7893,x
Kyrgyzstan,1986,18,18,x,x,x,x,x,x,x,x,46.7,105.4,8172,x
Kyrgyzstan,1987,18,18,x,x,x,x,x,x,x,x,46.6,105.2,8447,x
Kyrgyzstan,1988,18,18,x,x,x,x,x,x,x,x,46.4,105,8375,x
Kyrgyzstan,1989,18,18,x,x,x,x,10.9,1.1,21.6,24,46.3,104.7,9065,x
Kyrgyzstan,1990,18,18,x,x,x,x,x,x,x,x,46.2,104.5,9798,x
Kyrgyzstan,1991,18,18,x,x,x,x,x,x,x,x,46,104.1,10984,x
Kyrgyzstan,1992,18,18,x,x,x,x,x,x,x,x,45.9,103.9,11953,x
Kyrgyzstan,1993,18,18,x,x,x,x,x,x,x,x,45.8,103.8,12669,x
Kyrgyzstan,1994,18,18,x,x,x,x,x,x,x,x,45.6,103.6,11927,x
Kyrgyzstan,1995,18,18,x,x,x,x,x,x,x,x,45.5,103.2,12406,x
Kyrgyzstan,1996,18,18,x,x,x,x,x,x,x,x,45.4,103.1,12191,x
Kyrgyzstan,1997,18,18,x,x,48.9,59.5,13.6,x,20.4,x,45.3,103,10554,x
Kyrgyzstan,1998,18,18,x,x,x,x,x,x,x,x,45.1,102.8,10323,x
Kyrgyzstan,1999,18,18,98.1,99.3,x,x,11.5,1.2,21.9,25,44.9,102.7,9664,x
Kyrgyzstan,2000,18,18,x,x,x,x,x,x,x,x,44.7,102.9,8727,x
Kyrgyzstan,2001,18,18,x,x,x,x,x,x,x,x,44.5,102.6,8664,x
Kyrgyzstan,2002,18,18,x,x,x,x,x,x,x,x,44.2,102.5,8302,x
Kyrgyzstan,2003,18,18,x,x,x,x,x,x,x,x,44.3,102.4,7982,x
Kyrgyzstan,2004,18,18,x,x,x,x,x,x,x,x,44.2,102.4,7729,x
Kyrgyzstan,2005,18,18,x,x,x,x,x,x,x,x,44.2,102.9,7513,x
Kyrgyzstan,2006,x,x,x,x,45.5,47.8,x,x,x,x,44.1,x,x,x
Kyrgyzstan,2009,x,x,x,x,x,x,8.1,1,23.2,26.3,x,x,x,x
Lao PDR,1985,x,x,x,x,x,x,x,x,x,x,41.6,100.5,x,x
Lao PDR,1986,x,x,x,x,x,x,x,x,x,x,41.3,x,x,x
Lao PDR,1987,x,x,x,x,x,x,x,x,x,x,41.1,x,x,x
Lao PDR,1988,x,x,x,x,x,x,x,x,x,x,41,x,x,x
Lao PDR,1989,x,x,x,x,x,x,x,x,x,x,40.8,x,x,x
Lao PDR,1990,x,x,x,x,x,x,x,x,x,x,40.7,99.8,x,x
Lao PDR,1991,x,x,x,x,x,x,x,x,x,x,40.7,x,x,x
Lao PDR,1992,x,x,x,x,x,x,x,x,x,x,40.8,x,x,x
Lao PDR,1993,x,x,x,x,15.1,18.6,x,x,x,x,40.9,x,x,x
Lao PDR,1994,x,x,x,x,x,x,x,x,x,x,41,x,x,x
Lao PDR,1995,x,x,47.9,73.5,..,20,19.7,6.4,21.2,23.9,41,100,x,x
Lao PDR,1996,x,x,x,x,x,x,x,x,x,x,40.9,x,x,x
Lao PDR,1997,x,x,x,x,x,x,x,x,x,x,40.9,101.8,x,x
Lao PDR,1998,x,x,x,x,x,x,x,x,x,x,40.8,x,x,x
Lao PDR,1999,x,x,x,x,x,x,x,x,x,x,40.7,102.3,x,x
Lao PDR,2000,x,x,x,x,28.9,32.2,26.8,x,20.5,x,40.7,99.9,x,x
Lao PDR,2001,x,x,60.9,77,x,x,x,x,x,x,40.8,102.4,x,x
Lao PDR,2002,x,x,x,x,x,x,x,x,x,x,40.9,102.3,x,x
Lao PDR,2003,x,x,x,x,x,x,x,x,x,x,41,102.3,x,x
Lao PDR,2004,x,x,x,x,x,x,x,x,x,x,41.1,102.4,x,x
Lao PDR,2005,18,18,x,x,35,38.4,19.7,6,21.7,24.7,41.1,100.8,x,x
Lao PDR,2006,x,x,x,x,x,x,x,x,x,x,41.1,x,x,x
Latvia,1979,x,x,x,x,x,x,8.5,2.4,21.9,24.7,x,x,x,x
Latvia,1985,x,x,x,x,x,x,x,x,x,x,50.3,116.5,x,x
Latvia,1986,18,18,x,x,x,x,x,x,x,x,50.2,116.1,3754,x
Latvia,1987,18,18,x,x,x,x,x,x,x,x,50,115.8,3820,x
Latvia,1988,18,18,x,x,x,x,x,x,x,x,49.9,115.5,3939,x
Latvia,1989,18,18,99.2,99.8,x,x,8.5,2.8,22.2,24.3,49.8,115.2,3991,x
Latvia,1990,18,18,x,x,x,x,x,x,x,x,49.7,115,4436,x
Latvia,1991,18,18,x,x,x,x,x,x,x,x,49.4,115.1,4406,x
Latvia,1992,18,18,x,x,x,x,x,x,x,x,49,115.4,4059,x
Latvia,1993,18,18,x,x,x,x,x,x,x,x,48.7,115.9,3623,x
Latvia,1994,18,18,x,x,x,x,x,x,x,x,48.4,116.4,2770,x
Latvia,1995,18,18,x,x,55.5,67.8,x,x,x,x,48,116.7,2416,x
Latvia,1996,18,18,x,x,x,x,x,x,x,x,47.6,116.9,2080,x
Latvia,1997,18,18,x,x,x,x,x,x,x,x,48.5,117,1748,x
Latvia,1998,18,18,x,x,x,x,x,x,x,x,47.6,117,1576,x
Latvia,1999,18,18,x,x,x,x,x,x,x,x,47.6,117.1,1629,x
Latvia,2000,18,18,99.7,99.8,x,x,1.4,0.3,26.7,28.6,48.9,117.4,1606,x
Latvia,2001,18,18,x,x,x,x,x,x,x,x,48.4,117.2,1535,x
Latvia,2002,18,18,x,x,x,x,x,x,x,x,48.6,117.2,1457,x
Latvia,2003,x,x,x,x,x,x,x,x,x,x,48.8,117.2,x,x
Latvia,2004,18,18,x,x,x,x,x,x,x,x,48.4,117,1459,x
Latvia,2005,18,18,x,x,x,x,1,0.2,28.1,30.4,48.4,117.2,1429,x
Latvia,2006,x,x,x,x,x,x,x,x,x,x,48.3,x,x,x
Latvia,2011,x,x,x,x,x,x,0.7,0.1,29.9,32.4,x,x,x,x
Lebanon,1970,x,x,x,x,x,x,13.2,1,23.2,28.5,x,x,x,x
Lebanon,1971,x,x,x,x,23,53,x,x,x,x,x,x,x,x
Lebanon,1984,x,x,x,x,30.7,68.8,x,x,x,x,x,x,x,x
Lebanon,1985,x,x,x,x,x,x,x,x,x,x,30.4,103.5,x,x
Lebanon,1986,x,x,x,x,x,x,x,x,x,x,31.3,x,x,x
Lebanon,1987,x,x,x,x,x,x,x,x,x,x,31.6,x,x,x
Lebanon,1988,x,x,x,x,x,x,x,x,x,x,32.2,x,x,x
Lebanon,1989,x,x,x,x,x,x,x,x,x,x,32.6,x,x,x
Lebanon,1990,x,x,x,x,x,x,x,x,x,x,31.2,105.3,x,x
Lebanon,1991,x,x,x,x,x,x,x,x,x,x,28.6,x,x,x
Lebanon,1992,x,x,x,x,x,x,x,x,x,x,28.5,x,x,x
Lebanon,1993,x,x,x,x,x,x,x,x,x,x,28.3,x,x,x
Lebanon,1994,x,x,x,x,x,x,x,x,x,x,28,x,x,x
Lebanon,1995,x,x,x,x,x,x,x,x,x,x,28.2,103.1,x,x
Lebanon,1996,x,x,x,x,37.2,61.1,x,x,x,x,28.3,x,x,x
Lebanon,1997,x,x,x,x,x,x,5.6,0.1,27.9,31.4,28.3,x,x,x
Lebanon,1998,x,x,x,x,x,x,x,x,x,x,28.7,x,x,x
Lebanon,1999,x,x,x,x,x,x,x,x,x,x,29,x,x,x
Lebanon,2000,x,x,x,x,40.4,62.7,x,x,x,x,29.5,104.1,x,x
Lebanon,2001,x,x,x,x,x,x,x,x,x,x,29.3,x,x,x
Lebanon,2002,x,x,x,x,x,x,x,x,x,x,29.4,x,x,x
Lebanon,2003,x,x,x,x,x,x,x,x,x,x,29.3,x,x,x
Lebanon,2004,x,x,x,x,34,58,5.3,0.4,27.4,31.4,30.3,x,x,x
Lebanon,2005,x,x,x,x,x,x,x,x,x,x,30.7,104.1,x,x
Lebanon,2006,x,x,x,x,x,x,x,x,x,x,31.1,x,x,x
Lebanon,2007,x,x,x,x,x,x,3.4,0.3,28.3,32.3,x,x,x,x
Lesotho,1966,x,x,x,x,x,x,22,1.2,20.3,26,x,x,x,x
Lesotho,1977,x,x,x,x,3.4,7.2,x,x,x,x,x,x,x,x
Lesotho,1985,x,x,x,x,x,x,x,x,x,x,46,116.1,x,x
Lesotho,1986,x,x,x,x,x,x,18.1,1.6,21.3,25.5,46.2,107.4,x,x
Lesotho,1987,x,x,x,x,x,x,x,x,x,x,46.1,107.7,x,x
Lesotho,1988,x,x,x,x,x,x,x,x,x,x,46.3,x,x,x
Lesotho,1989,x,x,x,x,x,x,x,x,x,x,46.4,x,x,x
Lesotho,1990,x,x,x,x,x,x,x,x,x,x,46.4,115.5,x,x
Lesotho,1991,x,x,x,x,x,x,x,x,x,x,46.4,x,x,x
Lesotho,1992,x,x,x,x,18.9,23.2,x,x,x,x,46.3,x,x,x
Lesotho,1993,x,x,x,x,x,x,x,x,x,x,46.2,x,x,x
Lesotho,1994,x,x,x,x,x,x,x,x,x,x,46.2,x,x,x
Lesotho,1995,x,x,x,x,26.8,29.1,x,x,x,x,46,114.4,x,x
Lesotho,1996,x,x,x,x,x,x,x,x,x,x,46.1,103.3,x,x
Lesotho,1997,x,x,x,x,x,x,x,x,x,x,45.9,102.9,x,x
Lesotho,1998,x,x,x,x,x,x,x,x,x,x,45.6,102.7,x,x
Lesotho,1999,x,x,x,x,x,x,x,x,x,x,45,102.6,x,x
Lesotho,2000,x,x,x,x,29.4,30.4,x,x,x,x,44.8,114,x,x
Lesotho,2001,x,x,90.3,73.7,36.1,40.6,13.8,1.5,23.9,27.7,44.6,102.5,x,x
Lesotho,2002,x,x,x,x,33.9,38,x,x,x,x,44.5,x,x,x
Lesotho,2003,x,x,x,x,x,x,x,x,x,x,44.3,x,x,x
Lesotho,2004,x,x,x,x,x,x,17.9,0.4,22.5,27.3,44.1,x,x,x
Lesotho,2005,x,x,x,x,35.2,37.3,x,x,x,x,43.9,113,x,x
Lesotho,2006,x,x,x,x,x,x,14.5,2.4,24.1,27.6,43.6,x,x,x
Lesotho,2010,x,x,x,x,45.6,47,x,x,x,x,x,x,x,x
Liberia,1974,x,x,x,x,x,x,42.3,3.2,19.3,26.6,x,x,x,x
Liberia,1984,x,x,x,x,x,x,35.7,3.4,20.4,26.9,x,x,x,x
Liberia,1985,x,x,x,x,x,x,x,x,x,x,39.3,100.4,x,x
Liberia,1986,x,x,x,x,5.5,6.4,x,x,x,x,39.4,x,x,x
Liberia,1987,x,x,x,x,x,x,x,x,x,x,39.3,x,x,x
Liberia,1988,x,x,x,x,x,x,x,x,x,x,39.3,x,x,x
Liberia,1989,x,x,x,x,x,x,x,x,x,x,39.4,x,x,x
Liberia,1990,x,x,x,x,x,x,x,x,x,x,39.5,100.2,x,x
Liberia,1991,x,x,x,x,x,x,x,x,x,x,39.4,x,x,x
Liberia,1992,x,x,x,x,x,x,x,x,x,x,39.4,x,x,x
Liberia,1993,x,x,x,x,x,x,x,x,x,x,39.4,x,x,x
Liberia,1994,x,x,29.7,52,x,x,x,x,x,x,39.4,x,x,x
Liberia,1995,x,x,x,x,x,x,x,x,x,x,39.4,100.2,x,x
Liberia,1996,x,x,x,x,x,x,x,x,x,x,39.4,x,x,x
Liberia,1997,x,x,x,x,x,x,x,x,x,x,39.4,x,x,x
Liberia,1998,x,x,x,x,x,x,x,x,x,x,39.5,x,x,x
Liberia,1999,x,x,x,x,x,x,x,x,x,x,39.5,x,x,x
Liberia,2000,x,x,x,x,x,x,x,x,x,x,39.5,100.3,x,x
Liberia,2001,x,x,x,x,x,x,x,x,x,x,39.6,x,x,x
Liberia,2002,x,x,x,x,x,x,x,x,x,x,39.5,x,x,x
Liberia,2003,x,x,x,x,x,x,x,x,x,x,39.6,x,x,x
Liberia,2004,x,x,45.7,58.3,x,x,x,x,x,x,39.6,x,x,x
Liberia,2005,x,x,x,x,x,x,x,x,x,x,39.7,100.1,x,x
Liberia,2006,x,x,x,x,x,x,x,x,x,x,39.7,x,x,x
Liberia,2007,x,x,x,x,10.3,11.4,20.2,2.8,22.1,25.3,x,x,x,x
Liberia,2008,x,x,x,x,x,x,20.2,9.3,22.7,27.2,x,x,x,x
Libya,1973,x,x,x,x,x,x,39.6,2,,,x,x,x,x
Libya,1984,x,x,x,x,x,x,9.1,1.2,,,x,x,x,x
Libya,1985,x,x,x,x,x,x,x,x,x,x,14.9,88.1,x,x
Libya,1986,x,x,x,x,x,x,x,x,x,x,15.2,x,x,x
Libya,1987,x,x,x,x,x,x,x,x,x,x,15.7,x,x,x
Libya,1988,x,x,x,x,x,x,x,x,x,x,16.1,x,x,x
Libya,1989,x,x,x,x,x,x,x,x,x,x,16.4,x,x,x
Libya,1990,x,x,x,x,x,x,x,x,x,x,16.9,89.6,x,x
Libya,1991,x,x,x,x,x,x,x,x,x,x,17.4,x,x,x
Libya,1992,x,x,x,x,x,x,x,x,x,x,17.9,x,x,x
Libya,1993,x,x,x,x,x,x,x,x,x,x,18.6,x,x,x
Libya,1994,x,x,61,86.9,x,x,x,x,x,x,19.3,x,x,x
Libya,1995,x,x,x,x,25.7,45.2,0.9,0.1,,,20,90.7,x,x
Libya,1996,x,x,x,x,x,x,x,x,x,x,20.7,103.1,2676,x
Libya,1997,x,x,x,x,x,x,x,x,x,x,21.4,103.1,x,x
Libya,1998,x,x,x,x,x,x,x,x,x,x,22.1,103,x,x
Libya,1999,x,x,x,x,x,x,x,x,x,x,22.8,102.8,x,x
Libya,2000,x,x,x,x,x,x,x,x,x,x,23.5,91.8,4743,x
Libya,2001,x,x,x,x,x,x,x,x,x,x,23.8,97.6,x,x
Libya,2002,x,x,x,x,x,x,x,x,x,x,24.2,97.8,1196,x
Libya,2003,x,x,x,x,x,x,x,x,x,x,24.5,x,x,x
Libya,2004,x,x,74.8,92.8,x,x,x,x,x,x,26.1,x,x,x
Libya,2005,x,x,x,x,x,x,x,x,x,x,26.9,92.8,x,x
Libya,2006,x,x,x,x,x,x,2.5,0.5,31.2,33.9,27.8,x,x,x
Liechtenstein,1960,x,x,x,x,x,x,1.8,0.3,24,27.2,x,x,x,x
Liechtenstein,1985,x,x,x,x,x,x,0.8,0.1,25.6,28.5,x,x,x,x
Liechtenstein,1986,18,18,x,x,x,x,x,x,x,x,x,104.5,7,x
Liechtenstein,1987,18,18,x,x,x,x,x,x,x,x,x,104.7,6,x
Liechtenstein,1993,18,18,x,x,x,x,x,x,x,x,x,x,8,x
Liechtenstein,1994,18,18,x,x,x,x,x,x,x,x,x,105.4,9,x
Liechtenstein,1995,18,18,x,x,x,x,x,x,x,x,x,105.2,9,x
Liechtenstein,1996,18,18,x,x,x,x,x,x,x,x,x,105,9,x
Liechtenstein,1997,18,18,x,x,x,x,1.4,0.5,28,30.6,x,105.6,2,x
Liechtenstein,1998,x,x,x,x,x,x,x,x,x,x,x,105.4,x,x
Liechtenstein,1999,x,x,x,x,x,x,x,x,x,x,x,105.2,x,x
Liechtenstein,2000,18,18,x,x,x,x,x,x,x,x,x,105.3,6,x
Liechtenstein,2001,18,18,x,x,x,x,x,x,x,x,x,104.4,9,x
Liechtenstein,2002,18,18,x,x,x,x,x,x,x,x,x,103.9,4,x
Liechtenstein,2003,18,18,x,x,x,x,x,x,x,x,x,103.4,9,x
Liechtenstein,2004,18,18,x,x,x,x,x,x,x,x,x,103.1,4,x
Liechtenstein,2005,18,18,x,x,x,x,1.5,0,28.8,31.8,x,x,7,x
Liechtenstein,2010,x,x,x,x,x,x,0.2,0.1,29.6,32.7,x,x,x,x
Lithuania,1979,x,x,x,x,x,x,,,,,x,x,x,x
Lithuania,1985,18,18,x,x,x,x,x,x,x,x,49.1,112.3,2972,x
Lithuania,1986,18,18,x,x,x,x,x,x,x,x,48.9,112.1,3099,x
Lithuania,1987,18,18,x,x,x,x,x,x,x,x,48.7,111.8,3236,x
Lithuania,1988,18,18,x,x,x,x,x,x,x,x,48.4,111.5,4451,x
Lithuania,1989,18,18,97.8,99.2,x,x,6.6,2.2,22.3,24.7,48.2,111.3,4966,x
Lithuania,1990,18,18,x,x,x,x,x,x,x,x,48,111.4,5560,x
Lithuania,1991,18,18,x,x,x,x,x,x,x,x,47.9,111.4,6276,x
Lithuania,1992,18,18,x,x,x,x,x,x,x,x,47.8,111.5,6278,x
Lithuania,1993,18,18,x,x,x,x,x,x,x,x,47.7,111.7,5568,x
Lithuania,1994,18,18,x,x,x,x,x,x,x,x,47.6,112,5275,x
Lithuania,1995,18,18,x,x,33.2,50.7,x,x,x,x,47.6,112.2,5114,x
Lithuania,1996,18,18,x,x,x,x,x,x,x,x,47.6,112.6,4693,x
Lithuania,1997,18,18,x,x,x,x,x,x,x,x,47.6,113,4142,x
Lithuania,1998,18,18,x,x,x,x,x,x,x,x,48.2,113.2,3747,x
Lithuania,1999,18,18,x,x,x,x,x,x,x,x,48.4,113.5,3362,x
Lithuania,2000,18,18,x,x,x,x,x,x,x,x,48.7,113.7,3182,x
Lithuania,2001,18,18,99.6,99.6,x,x,2.4,0.5,24.8,26.9,49,113.9,2786,x
Lithuania,2002,18,18,x,x,x,x,x,x,x,x,49.1,114,2792,x
Lithuania,2003,18,18,x,x,x,x,x,x,x,x,49.4,114.1,2801,x
Lithuania,2004,18,18,x,x,x,x,x,x,x,x,49.2,114.3,2619,x
Lithuania,2005,18,18,x,x,x,x,1.8,0.4,26.1,28.4,49.3,114.5,2494,x
Lithuania,2006,x,x,x,x,x,x,x,x,x,x,49.4,x,x,x
Lithuania,2011,x,x,x,x,x,x,0.2,0,29.1,31.7,x,x,x,x
Luxembourg,1970,x,x,x,x,x,x,6.1,0.6,21.4,25.6,x,x,x,x
Luxembourg,1981,x,x,x,x,x,x,4.4,0.4,23.1,26.2,x,x,x,x
Luxembourg,1985,16,18,x,x,x,x,x,x,x,x,34.8,105.7,137,x
Luxembourg,1986,16,18,x,x,x,x,x,x,x,x,34.8,x,121,x
Luxembourg,1987,16,18,x,x,x,x,x,x,x,x,34.8,x,141,x
Luxembourg,1988,16,18,x,x,x,x,x,x,x,x,34.2,x,154,x
Luxembourg,1989,16,18,x,x,x,x,x,x,x,x,34.6,x,122,x
Luxembourg,1990,16,18,x,x,x,x,x,x,x,x,35.2,104.4,149,x
Luxembourg,1991,16,18,x,x,x,x,2.4,0.4,26,28.5,35.5,104,140,x
Luxembourg,1992,16,18,x,x,x,x,x,x,x,x,37.1,x,127,x
Luxembourg,1993,16,18,x,x,x,x,x,x,x,x,36.5,103.6,137,x
Luxembourg,1994,16,18,x,x,x,x,x,x,x,x,37.2,103.6,125,x
Luxembourg,1995,16,18,x,x,x,x,x,x,x,x,35.7,103.8,115,x
Luxembourg,1996,16,18,x,x,x,x,x,x,x,x,36.6,103.7,111,x
Luxembourg,1997,16,18,x,x,x,x,x,x,x,x,37.7,x,x,x
Luxembourg,1998,16,18,x,x,x,x,x,x,x,x,37.9,103.3,111,x
Luxembourg,1999,x,x,x,x,x,x,x,x,x,x,39,103.1,x,x
Luxembourg,2000,16,18,x,x,x,x,x,x,x,x,39.7,103.1,146,x
Luxembourg,2001,16,18,x,x,x,x,1.4,0.3,27.8,30.6,39.7,102.9,150,x
Luxembourg,2002,16,18,x,x,x,x,x,x,x,x,40,102.9,154,x
Luxembourg,2003,16,18,x,x,x,x,x,x,x,x,41.5,102.7,138,x
Luxembourg,2004,16,18,x,x,x,x,x,x,x,x,41.6,102.5,141,x
Luxembourg,2005,16,18,x,x,x,x,x,x,x,x,42,102.6,158,x
Luxembourg,2006,x,x,x,x,x,x,x,x,x,x,42.4,x,x,x
Macau SAR,1970,x,x,x,x,x,x,2.1,1.2,25.6,29,x,x,x,x
Macau SAR,1981,x,x,x,x,x,x,1.6,0.2,26.9,29.6,x,x,x,x
Macau SAR,1985,x,x,x,x,x,x,x,x,x,x,37.2,101.2,113,x
Macau SAR,1986,x,x,x,x,x,x,x,x,x,x,37.8,102.2,106,x
Macau SAR,1987,x,x,x,x,x,x,x,x,x,x,38.7,103.3,112,x
Macau SAR,1988,x,x,x,x,x,x,x,x,x,x,38.9,104.2,80,x
Macau SAR,1989,x,x,x,x,x,x,x,x,x,x,40,104.7,107,x
Macau SAR,1990,x,x,x,x,x,x,x,x,x,x,40.6,106,111,x
Macau SAR,1991,x,x,x,x,x,x,2.3,0.8,26.4,28.1,40.6,105.9,119,x
Macau SAR,1992,x,x,x,x,x,x,x,x,x,x,42,106.9,101,x
Macau SAR,1993,x,x,x,x,x,x,x,x,x,x,42.4,106.9,78,x
Macau SAR,1994,x,x,x,x,x,x,x,x,x,x,42.9,106.9,89,x
Macau SAR,1995,x,x,x,x,x,x,x,x,x,x,42.6,107,97,x
Macau SAR,1996,x,x,x,x,x,x,x,x,x,x,43.8,107.9,78,x
Macau SAR,1997,x,x,x,x,x,x,x,x,x,x,43.9,107.3,74,x
Macau SAR,1998,x,x,x,x,x,x,x,x,x,x,44.2,107.5,80,x
Macau SAR,1999,x,x,x,x,x,x,x,x,x,x,44.5,108.2,98,x
Macau SAR,2000,x,x,x,x,x,x,x,x,x,x,45,108.3,93,x
Macau SAR,2001,x,x,87.8,95.3,x,x,1,0.3,27.9,29.5,45.5,108.4,92,x
Macau SAR,2002,x,x,x,x,x,x,x,x,x,x,46.6,108.5,x,x
Macau SAR,2003,x,x,x,x,x,x,x,x,x,x,45.8,108.4,87,x
Macau SAR,2004,x,x,x,x,x,x,x,x,x,x,46.7,108.4,80,x
Macau SAR,2005,x,x,x,x,x,x,x,x,x,x,47.4,109,74,x
Macau SAR,2006,x,x,x,x,x,x,x,x,x,x,47.8,x,x,x
Macau SAR,2011,x,x,x,x,x,x,24.6,19,27.7,29.5,x,x,x,x
Macedonia,1970,x,x,x,x,3.1,43.2,x,x,x,x,x,x,x,x
Macedonia,1985,x,x,x,x,x,x,x,x,x,x,38.2,98.8,x,x
Macedonia,1986,x,x,x,x,x,x,x,x,x,x,38.6,x,x,x
Macedonia,1987,x,x,x,x,x,x,x,x,x,x,38.9,x,x,x
Macedonia,1988,x,x,x,x,x,x,x,x,x,x,39.3,x,x,x
Macedonia,1989,x,x,x,x,x,x,x,x,x,x,39.7,x,3979,x
Macedonia,1990,x,x,x,x,x,x,x,x,x,x,40.1,99.2,3840,x
Macedonia,1991,x,x,x,x,x,x,x,x,x,x,39.9,98,3641,x
Macedonia,1992,x,x,x,x,x,x,x,x,x,x,39.7,98,3447,x
Macedonia,1993,x,x,x,x,x,x,x,x,x,x,39.5,x,3711,x
Macedonia,1994,x,x,90.9,97.2,x,x,9.1,1.5,22.9,26.7,39.4,99.7,3634,x
Macedonia,1995,x,x,x,x,x,x,x,x,x,x,39.4,99.8,3546,x
Macedonia,1996,x,x,x,x,x,x,x,x,x,x,39.3,x,3134,x
Macedonia,1997,x,x,x,x,x,x,x,x,x,x,39,99.8,2965,x
Macedonia,1998,x,x,x,x,x,x,x,x,x,x,38.8,99.8,x,x
Macedonia,1999,x,x,x,x,x,x,x,x,x,x,38.6,99.8,2514,x
Macedonia,2000,x,x,x,x,x,x,x,x,x,x,38.9,100.1,2593,x
Macedonia,2001,x,x,x,x,x,x,x,x,x,x,39.2,x,2202,x
Macedonia,2002,x,x,94.1,98.2,x,x,3.5,x,26.4,x,39.6,99.9,2097,x
Macedonia,2003,x,x,x,x,x,x,x,x,x,x,40.1,99.2,2050,x
Macedonia,2004,x,x,x,x,x,x,x,x,x,x,39,99.3,1844,x
Macedonia,2005,x,x,x,x,x,x,x,x,x,x,39.1,100.4,1743,x
Macedonia,2006,x,x,x,x,x,x,x,x,x,x,39.3,x,x,x
Madagascar,1975,x,x,x,x,x,x,34.4,9.2,20.3,23.5,x,x,x,x
Madagascar,1985,x,x,x,x,x,x,x,x,x,x,49.3,101.2,x,x
Madagascar,1986,x,x,x,x,x,x,x,x,x,x,49.2,x,x,x
Madagascar,1987,x,x,x,x,x,x,x,x,x,x,49.2,x,x,x
Madagascar,1988,x,x,x,x,x,x,x,x,x,x,49.3,x,x,x
Madagascar,1989,x,x,x,x,x,x,x,x,x,x,49.3,x,x,x
Madagascar,1990,x,x,x,x,x,x,x,x,x,x,49.2,101.1,x,x
Madagascar,1991,x,x,x,x,x,x,x,x,x,x,49,x,x,x
Madagascar,1992,x,x,x,x,5.1,16.7,x,x,x,x,48.9,x,x,x
