United States of America,1982,69.5,64
United States of America,1988,74.3,69.1
United States of America,1990,70.7,66.6
United States of America,1995,76.4,70.5
United States of America,2002,72.8,68.1
United States of America,2006,78.6,73
United States Virgin Islands,2002,78.4,72.6
Uruguay,1986,83,72.4
Uruguay,2004,77,74.8
Uzbekistan,1996,55.6,51.3
Uzbekistan,2000,67.2,62.5
Uzbekistan,2002,67.7,60
Uzbekistan,2006,64.9,59.3
Vanuatu,1984,24.4,20.8
Vanuatu,1995,39,32.1
Vanuatu,2007,38.4,36.8
Venezuela (Bolivarian Republic of),1977,60.3,46.1
Venezuela (Bolivarian Republic of),1993,58,54.5
Venezuela (Bolivarian Republic of),1998,70.3,61.7
Viet Nam,1988,53.2,37.7
Viet Nam,1994,65,43.8
Viet Nam,1997,75.3,55.8
Viet Nam,1998,71.9,57.9
Viet Nam,2000,74.2,55.7
Viet Nam,2000,72.7,61.1
Viet Nam,2001,73.9,61.1
Viet Nam,2002,78.5,56.7
Viet Nam,2002,76.9,64.7
Viet Nam,2003,75.3,63.5
Viet Nam,2004,75.7,64.6
Viet Nam,2005,76.8,65.7
Viet Nam,2006,81.7,68.3
Viet Nam,2006,75.7,60.4
Viet Nam,2006,78,67.1
Viet Nam,2007,79,68.2
Viet Nam,2008,79.5,68.8
Viet Nam,2010,77.8,59.8
Yemen,1979,1.7,1.6
Yemen,1992,9.7,6.1
Yemen,1997,20.8,9.8
Yemen,2003,23.1,13.4
Yemen,2006,27.7,19.2
Zambia,1992,15.2,8.9
Zambia,1997,25.9,14.4
Zambia,1999,22,17.6
Zambia,2002,34.2,22.6
Zambia,2007,40.8,26.5
Zimbabwe,1984,38.4,26.6
Zimbabwe,1989,43.1,36.1
Zimbabwe,1994,48.1,42.2
Zimbabwe,1999,53.5,49.5
Zimbabwe,2005,60.2,57.9
Zimbabwe,2011,58.5,57.1
